item_index,prompt_template,prime_condition,prime_structure,prime_sentence,target_active,target_passive,agent_det,agent_noun,patient_det,patient_noun,verb_lemma,active_verb_form,passive_verb_form,message_role_order_json,prompt,sentence_stub,choice_target,quote_style,event_style,role_style,active_choice_logprob,passive_choice_logprob,passive_minus_active_logprob,chosen_structure,passive_choice_indicator
0,demo__there_was_event__responsible_affected__mary_answered,active,active,a minister discovers a mother .,a husband strikes a kid .,a kid is struck by a husband .,a,husband,a,kid,strike,strikes,struck,"[""event_style=there_was_event"", ""role_style=responsible_affected"", ""quote_style=mary_answered"", ""event=striking""]","A minister and a mother were involved in the same event.
There was a discovering event.
The responsible person was a minister.
The affected person was a mother.

Bridget asked, ""What happened?""
Mary answered, ""A minister discovers a mother.""

A husband and a kid were involved in the same event.
There was a striking event.
The responsible person was a husband.
The affected person was a kid.

Bridget asked, ""What happened?""
Mary answered, ""The","Mary answered, ""The",first_noun,mary_answered,there_was_event,responsible_affected,-2.6873984336853027,-6.258711814880371,-3.5713133811950684,active,0.0
0,demo__there_was_event__responsible_affected__mary_answered,passive,passive,a mother is discovered by a minister .,a husband strikes a kid .,a kid is struck by a husband .,a,husband,a,kid,strike,strikes,struck,"[""event_style=there_was_event"", ""role_style=responsible_affected"", ""quote_style=mary_answered"", ""event=striking""]","A minister and a mother were involved in the same event.
There was a discovering event.
The responsible person was a minister.
The affected person was a mother.

Bridget asked, ""What happened?""
Mary answered, ""A mother is discovered by a minister.""

A husband and a kid were involved in the same event.
There was a striking event.
The responsible person was a husband.
The affected person was a kid.

Bridget asked, ""What happened?""
Mary answered, ""The","Mary answered, ""The",first_noun,mary_answered,there_was_event,responsible_affected,-2.07682466506958,-4.67323112487793,-2.5964064598083496,active,0.0
0,demo__there_was_event__responsible_affected__mary_answered,no_demo,no_demo,,a husband strikes a kid .,a kid is struck by a husband .,a,husband,a,kid,strike,strikes,struck,"[""event_style=there_was_event"", ""role_style=responsible_affected"", ""quote_style=mary_answered"", ""event=striking""]","A husband and a kid were involved in the same event.
There was a striking event.
The responsible person was a husband.
The affected person was a kid.

Bridget asked, ""What happened?""
Mary answered, ""The","Mary answered, ""The",first_noun,mary_answered,there_was_event,responsible_affected,-1.9688260555267334,-2.7975823879241943,-0.8287563323974609,active,0.0
0,demo__there_was_event__responsible_affected__mary_answered,filler,filler,,a husband strikes a kid .,a kid is struck by a husband .,a,husband,a,kid,strike,strikes,struck,"[""event_style=there_was_event"", ""role_style=responsible_affected"", ""quote_style=mary_answered"", ""event=striking""]","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The lantern glowed near sunset.""

A husband and a kid were involved in the same event.
There was a striking event.
The responsible person was a husband.
The affected person was a kid.

Bridget asked, ""What happened?""
Mary answered, ""The","Mary answered, ""The",first_noun,mary_answered,there_was_event,responsible_affected,-3.575934886932373,-2.8497071266174316,0.7262277603149414,passive,1.0
0,demo__there_was_event__responsible_affected__said_mary,active,active,a minister discovers a mother .,a husband strikes a kid .,a kid is struck by a husband .,a,husband,a,kid,strike,strikes,struck,"[""event_style=there_was_event"", ""role_style=responsible_affected"", ""quote_style=said_mary"", ""event=striking""]","A minister and a mother were involved in the same event.
There was a discovering event.
The responsible person was a minister.
The affected person was a mother.

Bridget asked, ""What happened?""
""A minister discovers a mother."" said Mary.

A husband and a kid were involved in the same event.
There was a striking event.
The responsible person was a husband.
The affected person was a kid.

Bridget asked, ""What happened?""
""The","""The",first_noun,said_mary,there_was_event,responsible_affected,-2.5169758796691895,-6.729060649871826,-4.212084770202637,active,0.0
0,demo__there_was_event__responsible_affected__said_mary,passive,passive,a mother is discovered by a minister .,a husband strikes a kid .,a kid is struck by a husband .,a,husband,a,kid,strike,strikes,struck,"[""event_style=there_was_event"", ""role_style=responsible_affected"", ""quote_style=said_mary"", ""event=striking""]","A minister and a mother were involved in the same event.
There was a discovering event.
The responsible person was a minister.
The affected person was a mother.

Bridget asked, ""What happened?""
""A mother is discovered by a minister."" said Mary.

A husband and a kid were involved in the same event.
There was a striking event.
The responsible person was a husband.
The affected person was a kid.

Bridget asked, ""What happened?""
""The","""The",first_noun,said_mary,there_was_event,responsible_affected,-2.1093969345092773,-5.1684794425964355,-3.059082508087158,active,0.0
0,demo__there_was_event__responsible_affected__said_mary,no_demo,no_demo,,a husband strikes a kid .,a kid is struck by a husband .,a,husband,a,kid,strike,strikes,struck,"[""event_style=there_was_event"", ""role_style=responsible_affected"", ""quote_style=said_mary"", ""event=striking""]","A husband and a kid were involved in the same event.
There was a striking event.
The responsible person was a husband.
The affected person was a kid.

Bridget asked, ""What happened?""
""The","""The",first_noun,said_mary,there_was_event,responsible_affected,-2.2149746417999268,-2.9464056491851807,-0.7314310073852539,active,0.0
0,demo__there_was_event__responsible_affected__said_mary,filler,filler,,a husband strikes a kid .,a kid is struck by a husband .,a,husband,a,kid,strike,strikes,struck,"[""event_style=there_was_event"", ""role_style=responsible_affected"", ""quote_style=said_mary"", ""event=striking""]","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
""The lantern glowed near sunset."" said Mary.

A husband and a kid were involved in the same event.
There was a striking event.
The responsible person was a husband.
The affected person was a kid.

Bridget asked, ""What happened?""
""The","""The",first_noun,said_mary,there_was_event,responsible_affected,-3.564500570297241,-2.9330432415008545,0.6314573287963867,passive,1.0
0,demo__there_was_event__did_to__mary_answered,active,active,a minister discovers a mother .,a husband strikes a kid .,a kid is struck by a husband .,a,husband,a,kid,strike,strikes,struck,"[""event_style=there_was_event"", ""role_style=did_to"", ""quote_style=mary_answered"", ""event=striking""]","A minister and a mother were involved in the same event.
There was a discovering event.
The one who did it was a minister.
The one it happened to was a mother.

Bridget asked, ""What happened?""
Mary answered, ""A minister discovers a mother.""

A husband and a kid were involved in the same event.
There was a striking event.
The one who did it was a husband.
The one it happened to was a kid.

Bridget asked, ""What happened?""
Mary answered, ""The","Mary answered, ""The",first_noun,mary_answered,there_was_event,did_to,-1.890716552734375,-4.62072229385376,-2.7300057411193848,active,0.0
0,demo__there_was_event__did_to__mary_answered,passive,passive,a mother is discovered by a minister .,a husband strikes a kid .,a kid is struck by a husband .,a,husband,a,kid,strike,strikes,struck,"[""event_style=there_was_event"", ""role_style=did_to"", ""quote_style=mary_answered"", ""event=striking""]","A minister and a mother were involved in the same event.
There was a discovering event.
The one who did it was a minister.
The one it happened to was a mother.

Bridget asked, ""What happened?""
Mary answered, ""A mother is discovered by a minister.""

A husband and a kid were involved in the same event.
There was a striking event.
The one who did it was a husband.
The one it happened to was a kid.

Bridget asked, ""What happened?""
Mary answered, ""The","Mary answered, ""The",first_noun,mary_answered,there_was_event,did_to,-1.436119556427002,-3.7200865745544434,-2.2839670181274414,active,0.0
0,demo__there_was_event__did_to__mary_answered,no_demo,no_demo,,a husband strikes a kid .,a kid is struck by a husband .,a,husband,a,kid,strike,strikes,struck,"[""event_style=there_was_event"", ""role_style=did_to"", ""quote_style=mary_answered"", ""event=striking""]","A husband and a kid were involved in the same event.
There was a striking event.
The one who did it was a husband.
The one it happened to was a kid.

Bridget asked, ""What happened?""
Mary answered, ""The","Mary answered, ""The",first_noun,mary_answered,there_was_event,did_to,-1.9097397327423096,-2.8265955448150635,-0.9168558120727539,active,0.0
0,demo__there_was_event__did_to__mary_answered,filler,filler,,a husband strikes a kid .,a kid is struck by a husband .,a,husband,a,kid,strike,strikes,struck,"[""event_style=there_was_event"", ""role_style=did_to"", ""quote_style=mary_answered"", ""event=striking""]","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The lantern glowed near sunset.""

A husband and a kid were involved in the same event.
There was a striking event.
The one who did it was a husband.
The one it happened to was a kid.

Bridget asked, ""What happened?""
Mary answered, ""The","Mary answered, ""The",first_noun,mary_answered,there_was_event,did_to,-3.999074697494507,-3.051142454147339,0.947932243347168,passive,1.0
0,demo__there_was_event__did_to__said_mary,active,active,a minister discovers a mother .,a husband strikes a kid .,a kid is struck by a husband .,a,husband,a,kid,strike,strikes,struck,"[""event_style=there_was_event"", ""role_style=did_to"", ""quote_style=said_mary"", ""event=striking""]","A minister and a mother were involved in the same event.
There was a discovering event.
The one who did it was a minister.
The one it happened to was a mother.

Bridget asked, ""What happened?""
""A minister discovers a mother."" said Mary.

A husband and a kid were involved in the same event.
There was a striking event.
The one who did it was a husband.
The one it happened to was a kid.

Bridget asked, ""What happened?""
""The","""The",first_noun,said_mary,there_was_event,did_to,-2.0079593658447266,-4.675987720489502,-2.6680283546447754,active,0.0
0,demo__there_was_event__did_to__said_mary,passive,passive,a mother is discovered by a minister .,a husband strikes a kid .,a kid is struck by a husband .,a,husband,a,kid,strike,strikes,struck,"[""event_style=there_was_event"", ""role_style=did_to"", ""quote_style=said_mary"", ""event=striking""]","A minister and a mother were involved in the same event.
There was a discovering event.
The one who did it was a minister.
The one it happened to was a mother.

Bridget asked, ""What happened?""
""A mother is discovered by a minister."" said Mary.

A husband and a kid were involved in the same event.
There was a striking event.
The one who did it was a husband.
The one it happened to was a kid.

Bridget asked, ""What happened?""
""The","""The",first_noun,said_mary,there_was_event,did_to,-1.6791725158691406,-3.6054086685180664,-1.9262361526489258,active,0.0
0,demo__there_was_event__did_to__said_mary,no_demo,no_demo,,a husband strikes a kid .,a kid is struck by a husband .,a,husband,a,kid,strike,strikes,struck,"[""event_style=there_was_event"", ""role_style=did_to"", ""quote_style=said_mary"", ""event=striking""]","A husband and a kid were involved in the same event.
There was a striking event.
The one who did it was a husband.
The one it happened to was a kid.

Bridget asked, ""What happened?""
""The","""The",first_noun,said_mary,there_was_event,did_to,-2.2719876766204834,-2.8185298442840576,-0.5465421676635742,active,0.0
0,demo__there_was_event__did_to__said_mary,filler,filler,,a husband strikes a kid .,a kid is struck by a husband .,a,husband,a,kid,strike,strikes,struck,"[""event_style=there_was_event"", ""role_style=did_to"", ""quote_style=said_mary"", ""event=striking""]","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
""The lantern glowed near sunset."" said Mary.

A husband and a kid were involved in the same event.
There was a striking event.
The one who did it was a husband.
The one it happened to was a kid.

Bridget asked, ""What happened?""
""The","""The",first_noun,said_mary,there_was_event,did_to,-3.8423643112182617,-3.0478696823120117,0.79449462890625,passive,1.0
0,demo__involving_event__responsible_affected__mary_answered,active,active,a minister discovers a mother .,a husband strikes a kid .,a kid is struck by a husband .,a,husband,a,kid,strike,strikes,struck,"[""event_style=involving_event"", ""role_style=responsible_affected"", ""quote_style=mary_answered"", ""event=striking""]","There was a discovering event involving a minister and a mother.
The responsible person was a minister.
The affected person was a mother.

Bridget asked, ""What happened?""
Mary answered, ""A minister discovers a mother.""

There was a striking event involving a husband and a kid.
The responsible person was a husband.
The affected person was a kid.

Bridget asked, ""What happened?""
Mary answered, ""The","Mary answered, ""The",first_noun,mary_answered,involving_event,responsible_affected,-1.400734305381775,-4.082399845123291,-2.681665539741516,active,0.0
0,demo__involving_event__responsible_affected__mary_answered,passive,passive,a mother is discovered by a minister .,a husband strikes a kid .,a kid is struck by a husband .,a,husband,a,kid,strike,strikes,struck,"[""event_style=involving_event"", ""role_style=responsible_affected"", ""quote_style=mary_answered"", ""event=striking""]","There was a discovering event involving a minister and a mother.
The responsible person was a minister.
The affected person was a mother.

Bridget asked, ""What happened?""
Mary answered, ""A mother is discovered by a minister.""

There was a striking event involving a husband and a kid.
The responsible person was a husband.
The affected person was a kid.

Bridget asked, ""What happened?""
Mary answered, ""The","Mary answered, ""The",first_noun,mary_answered,involving_event,responsible_affected,-1.600966453552246,-2.46517276763916,-0.8642063140869141,active,0.0
0,demo__involving_event__responsible_affected__mary_answered,no_demo,no_demo,,a husband strikes a kid .,a kid is struck by a husband .,a,husband,a,kid,strike,strikes,struck,"[""event_style=involving_event"", ""role_style=responsible_affected"", ""quote_style=mary_answered"", ""event=striking""]","There was a striking event involving a husband and a kid.
The responsible person was a husband.
The affected person was a kid.

Bridget asked, ""What happened?""
Mary answered, ""The","Mary answered, ""The",first_noun,mary_answered,involving_event,responsible_affected,-2.0216567516326904,-2.0138862133026123,0.007770538330078125,passive,1.0
0,demo__involving_event__responsible_affected__mary_answered,filler,filler,,a husband strikes a kid .,a kid is struck by a husband .,a,husband,a,kid,strike,strikes,struck,"[""event_style=involving_event"", ""role_style=responsible_affected"", ""quote_style=mary_answered"", ""event=striking""]","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The lantern glowed near sunset.""

There was a striking event involving a husband and a kid.
The responsible person was a husband.
The affected person was a kid.

Bridget asked, ""What happened?""
Mary answered, ""The","Mary answered, ""The",first_noun,mary_answered,involving_event,responsible_affected,-2.9592080116271973,-1.6052087545394897,1.3539992570877075,passive,1.0
0,demo__involving_event__responsible_affected__said_mary,active,active,a minister discovers a mother .,a husband strikes a kid .,a kid is struck by a husband .,a,husband,a,kid,strike,strikes,struck,"[""event_style=involving_event"", ""role_style=responsible_affected"", ""quote_style=said_mary"", ""event=striking""]","There was a discovering event involving a minister and a mother.
The responsible person was a minister.
The affected person was a mother.

Bridget asked, ""What happened?""
""A minister discovers a mother."" said Mary.

There was a striking event involving a husband and a kid.
The responsible person was a husband.
The affected person was a kid.

Bridget asked, ""What happened?""
""The","""The",first_noun,said_mary,involving_event,responsible_affected,-1.2446154356002808,-5.128846645355225,-3.884231209754944,active,0.0
0,demo__involving_event__responsible_affected__said_mary,passive,passive,a mother is discovered by a minister .,a husband strikes a kid .,a kid is struck by a husband .,a,husband,a,kid,strike,strikes,struck,"[""event_style=involving_event"", ""role_style=responsible_affected"", ""quote_style=said_mary"", ""event=striking""]","There was a discovering event involving a minister and a mother.
The responsible person was a minister.
The affected person was a mother.

Bridget asked, ""What happened?""
""A mother is discovered by a minister."" said Mary.

There was a striking event involving a husband and a kid.
The responsible person was a husband.
The affected person was a kid.

Bridget asked, ""What happened?""
""The","""The",first_noun,said_mary,involving_event,responsible_affected,-1.333970069885254,-3.3737945556640625,-2.0398244857788086,active,0.0
0,demo__involving_event__responsible_affected__said_mary,no_demo,no_demo,,a husband strikes a kid .,a kid is struck by a husband .,a,husband,a,kid,strike,strikes,struck,"[""event_style=involving_event"", ""role_style=responsible_affected"", ""quote_style=said_mary"", ""event=striking""]","There was a striking event involving a husband and a kid.
The responsible person was a husband.
The affected person was a kid.

Bridget asked, ""What happened?""
""The","""The",first_noun,said_mary,involving_event,responsible_affected,-2.113393545150757,-2.1826817989349365,-0.06928825378417969,active,0.0
0,demo__involving_event__responsible_affected__said_mary,filler,filler,,a husband strikes a kid .,a kid is struck by a husband .,a,husband,a,kid,strike,strikes,struck,"[""event_style=involving_event"", ""role_style=responsible_affected"", ""quote_style=said_mary"", ""event=striking""]","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
""The lantern glowed near sunset."" said Mary.

There was a striking event involving a husband and a kid.
The responsible person was a husband.
The affected person was a kid.

Bridget asked, ""What happened?""
""The","""The",first_noun,said_mary,involving_event,responsible_affected,-2.861423969268799,-1.623130440711975,1.2382935285568237,passive,1.0
0,demo__involving_event__did_to__mary_answered,active,active,a minister discovers a mother .,a husband strikes a kid .,a kid is struck by a husband .,a,husband,a,kid,strike,strikes,struck,"[""event_style=involving_event"", ""role_style=did_to"", ""quote_style=mary_answered"", ""event=striking""]","There was a discovering event involving a minister and a mother.
The one who did it was a minister.
The one it happened to was a mother.

Bridget asked, ""What happened?""
Mary answered, ""A minister discovers a mother.""

There was a striking event involving a husband and a kid.
The one who did it was a husband.
The one it happened to was a kid.

Bridget asked, ""What happened?""
Mary answered, ""The","Mary answered, ""The",first_noun,mary_answered,involving_event,did_to,-0.9947270154953003,-2.861006736755371,-1.8662797212600708,active,0.0
0,demo__involving_event__did_to__mary_answered,passive,passive,a mother is discovered by a minister .,a husband strikes a kid .,a kid is struck by a husband .,a,husband,a,kid,strike,strikes,struck,"[""event_style=involving_event"", ""role_style=did_to"", ""quote_style=mary_answered"", ""event=striking""]","There was a discovering event involving a minister and a mother.
The one who did it was a minister.
The one it happened to was a mother.

Bridget asked, ""What happened?""
Mary answered, ""A mother is discovered by a minister.""

There was a striking event involving a husband and a kid.
The one who did it was a husband.
The one it happened to was a kid.

Bridget asked, ""What happened?""
Mary answered, ""The","Mary answered, ""The",first_noun,mary_answered,involving_event,did_to,-1.2664474248886108,-1.8108571767807007,-0.5444097518920898,active,0.0
0,demo__involving_event__did_to__mary_answered,no_demo,no_demo,,a husband strikes a kid .,a kid is struck by a husband .,a,husband,a,kid,strike,strikes,struck,"[""event_style=involving_event"", ""role_style=did_to"", ""quote_style=mary_answered"", ""event=striking""]","There was a striking event involving a husband and a kid.
The one who did it was a husband.
The one it happened to was a kid.

Bridget asked, ""What happened?""
Mary answered, ""The","Mary answered, ""The",first_noun,mary_answered,involving_event,did_to,-1.798249363899231,-1.9223824739456177,-0.12413311004638672,active,0.0
0,demo__involving_event__did_to__mary_answered,filler,filler,,a husband strikes a kid .,a kid is struck by a husband .,a,husband,a,kid,strike,strikes,struck,"[""event_style=involving_event"", ""role_style=did_to"", ""quote_style=mary_answered"", ""event=striking""]","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The lantern glowed near sunset.""

There was a striking event involving a husband and a kid.
The one who did it was a husband.
The one it happened to was a kid.

Bridget asked, ""What happened?""
Mary answered, ""The","Mary answered, ""The",first_noun,mary_answered,involving_event,did_to,-3.5159215927124023,-1.698628306388855,1.8172932863235474,passive,1.0
0,demo__involving_event__did_to__said_mary,active,active,a minister discovers a mother .,a husband strikes a kid .,a kid is struck by a husband .,a,husband,a,kid,strike,strikes,struck,"[""event_style=involving_event"", ""role_style=did_to"", ""quote_style=said_mary"", ""event=striking""]","There was a discovering event involving a minister and a mother.
The one who did it was a minister.
The one it happened to was a mother.

Bridget asked, ""What happened?""
""A minister discovers a mother."" said Mary.

There was a striking event involving a husband and a kid.
The one who did it was a husband.
The one it happened to was a kid.

Bridget asked, ""What happened?""
""The","""The",first_noun,said_mary,involving_event,did_to,-0.9246245622634888,-3.0711631774902344,-2.1465386152267456,active,0.0
0,demo__involving_event__did_to__said_mary,passive,passive,a mother is discovered by a minister .,a husband strikes a kid .,a kid is struck by a husband .,a,husband,a,kid,strike,strikes,struck,"[""event_style=involving_event"", ""role_style=did_to"", ""quote_style=said_mary"", ""event=striking""]","There was a discovering event involving a minister and a mother.
The one who did it was a minister.
The one it happened to was a mother.

Bridget asked, ""What happened?""
""A mother is discovered by a minister."" said Mary.

There was a striking event involving a husband and a kid.
The one who did it was a husband.
The one it happened to was a kid.

Bridget asked, ""What happened?""
""The","""The",first_noun,said_mary,involving_event,did_to,-1.2838915586471558,-1.9573734998703003,-0.6734819412231445,active,0.0
0,demo__involving_event__did_to__said_mary,no_demo,no_demo,,a husband strikes a kid .,a kid is struck by a husband .,a,husband,a,kid,strike,strikes,struck,"[""event_style=involving_event"", ""role_style=did_to"", ""quote_style=said_mary"", ""event=striking""]","There was a striking event involving a husband and a kid.
The one who did it was a husband.
The one it happened to was a kid.

Bridget asked, ""What happened?""
""The","""The",first_noun,said_mary,involving_event,did_to,-1.8932231664657593,-1.9658950567245483,-0.07267189025878906,active,0.0
0,demo__involving_event__did_to__said_mary,filler,filler,,a husband strikes a kid .,a kid is struck by a husband .,a,husband,a,kid,strike,strikes,struck,"[""event_style=involving_event"", ""role_style=did_to"", ""quote_style=said_mary"", ""event=striking""]","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
""The lantern glowed near sunset."" said Mary.

There was a striking event involving a husband and a kid.
The one who did it was a husband.
The one it happened to was a kid.

Bridget asked, ""What happened?""
""The","""The",first_noun,said_mary,involving_event,did_to,-3.370488166809082,-1.6398953199386597,1.7305928468704224,passive,1.0
1,demo__there_was_event__responsible_affected__mary_answered,active,active,a bishop kisses a boy .,a lady asks a lawyer .,a lawyer is asked by a lady .,a,lady,a,lawyer,ask,asks,asked,"[""event_style=there_was_event"", ""role_style=responsible_affected"", ""quote_style=mary_answered"", ""event=asking""]","A bishop and a boy were involved in the same event.
There was a kissing event.
The responsible person was a bishop.
The affected person was a boy.

Bridget asked, ""What happened?""
Mary answered, ""A bishop kisses a boy.""

A lady and a lawyer were involved in the same event.
There was a asking event.
The responsible person was a lady.
The affected person was a lawyer.

Bridget asked, ""What happened?""
Mary answered, ""The","Mary answered, ""The",first_noun,mary_answered,there_was_event,responsible_affected,-3.1610968112945557,-2.2366535663604736,0.924443244934082,passive,1.0
1,demo__there_was_event__responsible_affected__mary_answered,passive,passive,a boy is kissed by a bishop .,a lady asks a lawyer .,a lawyer is asked by a lady .,a,lady,a,lawyer,ask,asks,asked,"[""event_style=there_was_event"", ""role_style=responsible_affected"", ""quote_style=mary_answered"", ""event=asking""]","A bishop and a boy were involved in the same event.
There was a kissing event.
The responsible person was a bishop.
The affected person was a boy.

Bridget asked, ""What happened?""
Mary answered, ""A boy is kissed by a bishop.""

A lady and a lawyer were involved in the same event.
There was a asking event.
The responsible person was a lady.
The affected person was a lawyer.

Bridget asked, ""What happened?""
Mary answered, ""The","Mary answered, ""The",first_noun,mary_answered,there_was_event,responsible_affected,-3.0662150382995605,-1.4709924459457397,1.5952225923538208,passive,1.0
1,demo__there_was_event__responsible_affected__mary_answered,no_demo,no_demo,,a lady asks a lawyer .,a lawyer is asked by a lady .,a,lady,a,lawyer,ask,asks,asked,"[""event_style=there_was_event"", ""role_style=responsible_affected"", ""quote_style=mary_answered"", ""event=asking""]","A lady and a lawyer were involved in the same event.
There was a asking event.
The responsible person was a lady.
The affected person was a lawyer.

Bridget asked, ""What happened?""
Mary answered, ""The","Mary answered, ""The",first_noun,mary_answered,there_was_event,responsible_affected,-1.5952256917953491,-2.392164707183838,-0.7969390153884888,active,0.0
1,demo__there_was_event__responsible_affected__mary_answered,filler,filler,,a lady asks a lawyer .,a lawyer is asked by a lady .,a,lady,a,lawyer,ask,asks,asked,"[""event_style=there_was_event"", ""role_style=responsible_affected"", ""quote_style=mary_answered"", ""event=asking""]","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The traveler rested beside the river.""

A lady and a lawyer were involved in the same event.
There was a asking event.
The responsible person was a lady.
The affected person was a lawyer.

Bridget asked, ""What happened?""
Mary answered, ""The","Mary answered, ""The",first_noun,mary_answered,there_was_event,responsible_affected,-4.302505970001221,-3.3078086376190186,0.9946973323822021,passive,1.0
1,demo__there_was_event__responsible_affected__said_mary,active,active,a bishop kisses a boy .,a lady asks a lawyer .,a lawyer is asked by a lady .,a,lady,a,lawyer,ask,asks,asked,"[""event_style=there_was_event"", ""role_style=responsible_affected"", ""quote_style=said_mary"", ""event=asking""]","A bishop and a boy were involved in the same event.
There was a kissing event.
The responsible person was a bishop.
The affected person was a boy.

Bridget asked, ""What happened?""
""A bishop kisses a boy."" said Mary.

A lady and a lawyer were involved in the same event.
There was a asking event.
The responsible person was a lady.
The affected person was a lawyer.

Bridget asked, ""What happened?""
""The","""The",first_noun,said_mary,there_was_event,responsible_affected,-2.939326763153076,-2.5966830253601074,0.34264373779296875,passive,1.0
1,demo__there_was_event__responsible_affected__said_mary,passive,passive,a boy is kissed by a bishop .,a lady asks a lawyer .,a lawyer is asked by a lady .,a,lady,a,lawyer,ask,asks,asked,"[""event_style=there_was_event"", ""role_style=responsible_affected"", ""quote_style=said_mary"", ""event=asking""]","A bishop and a boy were involved in the same event.
There was a kissing event.
The responsible person was a bishop.
The affected person was a boy.

Bridget asked, ""What happened?""
""A boy is kissed by a bishop."" said Mary.

A lady and a lawyer were involved in the same event.
There was a asking event.
The responsible person was a lady.
The affected person was a lawyer.

Bridget asked, ""What happened?""
""The","""The",first_noun,said_mary,there_was_event,responsible_affected,-2.865231513977051,-1.9688396453857422,0.8963918685913086,passive,1.0
1,demo__there_was_event__responsible_affected__said_mary,no_demo,no_demo,,a lady asks a lawyer .,a lawyer is asked by a lady .,a,lady,a,lawyer,ask,asks,asked,"[""event_style=there_was_event"", ""role_style=responsible_affected"", ""quote_style=said_mary"", ""event=asking""]","A lady and a lawyer were involved in the same event.
There was a asking event.
The responsible person was a lady.
The affected person was a lawyer.

Bridget asked, ""What happened?""
""The","""The",first_noun,said_mary,there_was_event,responsible_affected,-1.6955159902572632,-2.890378475189209,-1.1948624849319458,active,0.0
1,demo__there_was_event__responsible_affected__said_mary,filler,filler,,a lady asks a lawyer .,a lawyer is asked by a lady .,a,lady,a,lawyer,ask,asks,asked,"[""event_style=there_was_event"", ""role_style=responsible_affected"", ""quote_style=said_mary"", ""event=asking""]","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
""The traveler rested beside the river."" said Mary.

A lady and a lawyer were involved in the same event.
There was a asking event.
The responsible person was a lady.
The affected person was a lawyer.

Bridget asked, ""What happened?""
""The","""The",first_noun,said_mary,there_was_event,responsible_affected,-4.127913951873779,-4.034331798553467,0.0935821533203125,passive,1.0
1,demo__there_was_event__did_to__mary_answered,active,active,a bishop kisses a boy .,a lady asks a lawyer .,a lawyer is asked by a lady .,a,lady,a,lawyer,ask,asks,asked,"[""event_style=there_was_event"", ""role_style=did_to"", ""quote_style=mary_answered"", ""event=asking""]","A bishop and a boy were involved in the same event.
There was a kissing event.
The one who did it was a bishop.
The one it happened to was a boy.

Bridget asked, ""What happened?""
Mary answered, ""A bishop kisses a boy.""

A lady and a lawyer were involved in the same event.
There was a asking event.
The one who did it was a lady.
The one it happened to was a lawyer.

Bridget asked, ""What happened?""
Mary answered, ""The","Mary answered, ""The",first_noun,mary_answered,there_was_event,did_to,-3.1937754154205322,-1.8745901584625244,1.3191852569580078,passive,1.0
