item_index,prompt_template,prime_condition,prime_structure,prime_sentence,target_active,target_passive,agent_det,agent_noun,patient_det,patient_noun,verb_lemma,active_verb_form,passive_verb_form,message_role_order_json,prompt,sentence_stub,choice_target,active_choice_logprob,passive_choice_logprob,passive_minus_active_logprob,chosen_structure,passive_choice_indicator
489,role_labeled,passive,passive,a scientist is asked by a reader .,a cousin asks a daughter .,a daughter is asked by a cousin .,a,cousin,a,daughter,ask,asks,asked,"[""VERB=ask"", ""AGENT=cousin"", ""PATIENT=daughter""]","Prime sentence: a scientist is asked by a reader .
Event roles: VERB=ask; AGENT=cousin; PATIENT=daughter
Sentence: the",Sentence: the,first_noun,-8.065149307250977,-5.434352874755859,2.630796432495117,passive,1.0
489,role_labeled,no_prime_eos,no_prime_eos,,a cousin asks a daughter .,a daughter is asked by a cousin .,a,cousin,a,daughter,ask,asks,asked,"[""VERB=ask"", ""AGENT=cousin"", ""PATIENT=daughter""]","Event roles: VERB=ask; AGENT=cousin; PATIENT=daughter
Sentence: the",Sentence: the,first_noun,-8.03857421875,-4.847538471221924,3.191035747528076,passive,1.0
489,role_labeled,filler,filler,The baker laughed during breakfast .,a cousin asks a daughter .,a daughter is asked by a cousin .,a,cousin,a,daughter,ask,asks,asked,"[""VERB=ask"", ""AGENT=cousin"", ""PATIENT=daughter""]","Prime sentence: The baker laughed during breakfast .
Event roles: VERB=ask; AGENT=cousin; PATIENT=daughter
Sentence: the",Sentence: the,first_noun,-7.371734142303467,-6.42711067199707,0.9446234703063965,passive,1.0
490,role_labeled,active,active,a nurse forgives an opponent .,a bishop forgives a boy .,a boy is forgiven by a bishop .,a,bishop,a,boy,forgiv,forgives,forgiven,"[""VERB=forgiv"", ""PATIENT=boy"", ""AGENT=bishop""]","Prime sentence: a nurse forgives an opponent .
Event roles: VERB=forgiv; PATIENT=boy; AGENT=bishop
Sentence: the",Sentence: the,first_noun,-3.149275779724121,-4.420107841491699,-1.2708320617675781,active,0.0
490,role_labeled,passive,passive,an opponent is forgiven by a nurse .,a bishop forgives a boy .,a boy is forgiven by a bishop .,a,bishop,a,boy,forgiv,forgives,forgiven,"[""VERB=forgiv"", ""PATIENT=boy"", ""AGENT=bishop""]","Prime sentence: an opponent is forgiven by a nurse .
Event roles: VERB=forgiv; PATIENT=boy; AGENT=bishop
Sentence: the",Sentence: the,first_noun,-3.1819276809692383,-3.9249653816223145,-0.7430377006530762,active,0.0
490,role_labeled,no_prime_eos,no_prime_eos,,a bishop forgives a boy .,a boy is forgiven by a bishop .,a,bishop,a,boy,forgiv,forgives,forgiven,"[""VERB=forgiv"", ""PATIENT=boy"", ""AGENT=bishop""]","Event roles: VERB=forgiv; PATIENT=boy; AGENT=bishop
Sentence: the",Sentence: the,first_noun,-3.984457015991211,-5.485391616821289,-1.5009346008300781,active,0.0
490,role_labeled,filler,filler,The blanket dried on the line .,a bishop forgives a boy .,a boy is forgiven by a bishop .,a,bishop,a,boy,forgiv,forgives,forgiven,"[""VERB=forgiv"", ""PATIENT=boy"", ""AGENT=bishop""]","Prime sentence: The blanket dried on the line .
Event roles: VERB=forgiv; PATIENT=boy; AGENT=bishop
Sentence: the",Sentence: the,first_noun,-4.803158283233643,-3.8872246742248535,0.9159336090087891,passive,1.0
491,role_labeled,active,active,a buddy raises a candidate .,a parent raises a partner .,a partner is raised by a parent .,a,parent,a,partner,rais,raises,raised,"[""AGENT=parent"", ""PATIENT=partner"", ""VERB=rais""]","Prime sentence: a buddy raises a candidate .
Event roles: AGENT=parent; PATIENT=partner; VERB=rais
Sentence: the",Sentence: the,first_noun,-4.565921783447266,-5.388250350952148,-0.8223285675048828,active,0.0
491,role_labeled,passive,passive,a candidate is raised by a buddy .,a parent raises a partner .,a partner is raised by a parent .,a,parent,a,partner,rais,raises,raised,"[""AGENT=parent"", ""PATIENT=partner"", ""VERB=rais""]","Prime sentence: a candidate is raised by a buddy .
Event roles: AGENT=parent; PATIENT=partner; VERB=rais
Sentence: the",Sentence: the,first_noun,-4.696477890014648,-5.688642501831055,-0.9921646118164062,active,0.0
491,role_labeled,no_prime_eos,no_prime_eos,,a parent raises a partner .,a partner is raised by a parent .,a,parent,a,partner,rais,raises,raised,"[""AGENT=parent"", ""PATIENT=partner"", ""VERB=rais""]","Event roles: AGENT=parent; PATIENT=partner; VERB=rais
Sentence: the",Sentence: the,first_noun,-4.878036975860596,-6.746177673339844,-1.868140697479248,active,0.0
491,role_labeled,filler,filler,The sculpture stood in the hallway .,a parent raises a partner .,a partner is raised by a parent .,a,parent,a,partner,rais,raises,raised,"[""AGENT=parent"", ""PATIENT=partner"", ""VERB=rais""]","Prime sentence: The sculpture stood in the hallway .
Event roles: AGENT=parent; PATIENT=partner; VERB=rais
Sentence: the",Sentence: the,first_noun,-6.642325401306152,-8.212966918945312,-1.5706415176391602,active,0.0
492,role_labeled,active,active,an actor catches an actress .,a lawyer catches a leader .,a leader is caught by a lawyer .,a,lawyer,a,leader,catch,catches,caught,"[""AGENT=lawyer"", ""PATIENT=leader"", ""VERB=catch""]","Prime sentence: an actor catches an actress .
Event roles: AGENT=lawyer; PATIENT=leader; VERB=catch
Sentence: the",Sentence: the,first_noun,-4.250630855560303,-5.749345302581787,-1.4987144470214844,active,0.0
492,role_labeled,passive,passive,an actress is caught by an actor .,a lawyer catches a leader .,a leader is caught by a lawyer .,a,lawyer,a,leader,catch,catches,caught,"[""AGENT=lawyer"", ""PATIENT=leader"", ""VERB=catch""]","Prime sentence: an actress is caught by an actor .
Event roles: AGENT=lawyer; PATIENT=leader; VERB=catch
Sentence: the",Sentence: the,first_noun,-3.9645793437957764,-5.832704544067383,-1.8681252002716064,active,0.0
492,role_labeled,no_prime_eos,no_prime_eos,,a lawyer catches a leader .,a leader is caught by a lawyer .,a,lawyer,a,leader,catch,catches,caught,"[""AGENT=lawyer"", ""PATIENT=leader"", ""VERB=catch""]","Event roles: AGENT=lawyer; PATIENT=leader; VERB=catch
Sentence: the",Sentence: the,first_noun,-4.445474624633789,-4.955999374389648,-0.5105247497558594,active,0.0
492,role_labeled,filler,filler,The teacher listened during assembly .,a lawyer catches a leader .,a leader is caught by a lawyer .,a,lawyer,a,leader,catch,catches,caught,"[""AGENT=lawyer"", ""PATIENT=leader"", ""VERB=catch""]","Prime sentence: The teacher listened during assembly .
Event roles: AGENT=lawyer; PATIENT=leader; VERB=catch
Sentence: the",Sentence: the,first_noun,-3.956273078918457,-4.023419380187988,-0.06714630126953125,active,0.0
493,role_labeled,active,active,a king kills a lady .,a woman kills a worker .,a worker is killed by a woman .,a,woman,a,worker,kill,kills,killed,"[""VERB=kill"", ""AGENT=woman"", ""PATIENT=worker""]","Prime sentence: a king kills a lady .
Event roles: VERB=kill; AGENT=woman; PATIENT=worker
Sentence: the",Sentence: the,first_noun,-3.6936097145080566,-6.031106948852539,-2.3374972343444824,active,0.0
493,role_labeled,passive,passive,a lady is killed by a king .,a woman kills a worker .,a worker is killed by a woman .,a,woman,a,worker,kill,kills,killed,"[""VERB=kill"", ""AGENT=woman"", ""PATIENT=worker""]","Prime sentence: a lady is killed by a king .
Event roles: VERB=kill; AGENT=woman; PATIENT=worker
Sentence: the",Sentence: the,first_noun,-3.563093423843384,-5.748384475708008,-2.185291051864624,active,0.0
493,role_labeled,no_prime_eos,no_prime_eos,,a woman kills a worker .,a worker is killed by a woman .,a,woman,a,worker,kill,kills,killed,"[""VERB=kill"", ""AGENT=woman"", ""PATIENT=worker""]","Event roles: VERB=kill; AGENT=woman; PATIENT=worker
Sentence: the",Sentence: the,first_noun,-2.681328773498535,-4.873298645019531,-2.191969871520996,active,0.0
493,role_labeled,filler,filler,The teacher listened during assembly .,a woman kills a worker .,a worker is killed by a woman .,a,woman,a,worker,kill,kills,killed,"[""VERB=kill"", ""AGENT=woman"", ""PATIENT=worker""]","Prime sentence: The teacher listened during assembly .
Event roles: VERB=kill; AGENT=woman; PATIENT=worker
Sentence: the",Sentence: the,first_noun,-2.5942511558532715,-3.0621471405029297,-0.4678959846496582,active,0.0
494,role_labeled,active,active,a lawyer follows a leader .,a writer follows an actor .,an actor is followed by a writer .,a,writer,an,actor,follow,follows,followed,"[""VERB=follow"", ""PATIENT=actor"", ""AGENT=writer""]","Prime sentence: a lawyer follows a leader .
Event roles: VERB=follow; PATIENT=actor; AGENT=writer
Sentence: the",Sentence: the,first_noun,-5.730744361877441,-4.708183288574219,1.0225610733032227,passive,1.0
494,role_labeled,passive,passive,a leader is followed by a lawyer .,a writer follows an actor .,an actor is followed by a writer .,a,writer,an,actor,follow,follows,followed,"[""VERB=follow"", ""PATIENT=actor"", ""AGENT=writer""]","Prime sentence: a leader is followed by a lawyer .
Event roles: VERB=follow; PATIENT=actor; AGENT=writer
Sentence: the",Sentence: the,first_noun,-6.187186241149902,-5.283684730529785,0.9035015106201172,passive,1.0
494,role_labeled,no_prime_eos,no_prime_eos,,a writer follows an actor .,an actor is followed by a writer .,a,writer,an,actor,follow,follows,followed,"[""VERB=follow"", ""PATIENT=actor"", ""AGENT=writer""]","Event roles: VERB=follow; PATIENT=actor; AGENT=writer
Sentence: the",Sentence: the,first_noun,-5.137388229370117,-4.519350528717041,0.6180377006530762,passive,1.0
494,role_labeled,filler,filler,The window rattled during the storm .,a writer follows an actor .,an actor is followed by a writer .,a,writer,an,actor,follow,follows,followed,"[""VERB=follow"", ""PATIENT=actor"", ""AGENT=writer""]","Prime sentence: The window rattled during the storm .
Event roles: VERB=follow; PATIENT=actor; AGENT=writer
Sentence: the",Sentence: the,first_noun,-8.191888809204102,-7.612043857574463,0.5798449516296387,passive,1.0
495,role_labeled,active,active,a writer comforts an actor .,a lady comforts a lawyer .,a lawyer is comforted by a lady .,a,lady,a,lawyer,comfort,comforts,comforted,"[""AGENT=lady"", ""VERB=comfort"", ""PATIENT=lawyer""]","Prime sentence: a writer comforts an actor .
Event roles: AGENT=lady; VERB=comfort; PATIENT=lawyer
Sentence: the",Sentence: the,first_noun,-5.59397029876709,-5.4581193923950195,0.1358509063720703,passive,1.0
495,role_labeled,passive,passive,an actor is comforted by a writer .,a lady comforts a lawyer .,a lawyer is comforted by a lady .,a,lady,a,lawyer,comfort,comforts,comforted,"[""AGENT=lady"", ""VERB=comfort"", ""PATIENT=lawyer""]","Prime sentence: an actor is comforted by a writer .
Event roles: AGENT=lady; VERB=comfort; PATIENT=lawyer
Sentence: the",Sentence: the,first_noun,-5.8680877685546875,-5.295266151428223,0.5728216171264648,passive,1.0
495,role_labeled,no_prime_eos,no_prime_eos,,a lady comforts a lawyer .,a lawyer is comforted by a lady .,a,lady,a,lawyer,comfort,comforts,comforted,"[""AGENT=lady"", ""VERB=comfort"", ""PATIENT=lawyer""]","Event roles: AGENT=lady; VERB=comfort; PATIENT=lawyer
Sentence: the",Sentence: the,first_noun,-4.63932991027832,-5.822849273681641,-1.1835193634033203,active,0.0
495,role_labeled,filler,filler,The signal flickered across the screen .,a lady comforts a lawyer .,a lawyer is comforted by a lady .,a,lady,a,lawyer,comfort,comforts,comforted,"[""AGENT=lady"", ""VERB=comfort"", ""PATIENT=lawyer""]","Prime sentence: The signal flickered across the screen .
Event roles: AGENT=lady; VERB=comfort; PATIENT=lawyer
Sentence: the",Sentence: the,first_noun,-4.1777191162109375,-6.687274932861328,-2.5095558166503906,active,0.0
496,role_labeled,active,active,a pilot protects a president .,a captain protects a champion .,a champion is protected by a captain .,a,captain,a,champion,protect,protects,protected,"[""PATIENT=champion"", ""VERB=protect"", ""AGENT=captain""]","Prime sentence: a pilot protects a president .
Event roles: PATIENT=champion; VERB=protect; AGENT=captain
Sentence: the",Sentence: the,first_noun,-4.916079521179199,-6.603105545043945,-1.687026023864746,active,0.0
496,role_labeled,passive,passive,a president is protected by a pilot .,a captain protects a champion .,a champion is protected by a captain .,a,captain,a,champion,protect,protects,protected,"[""PATIENT=champion"", ""VERB=protect"", ""AGENT=captain""]","Prime sentence: a president is protected by a pilot .
Event roles: PATIENT=champion; VERB=protect; AGENT=captain
Sentence: the",Sentence: the,first_noun,-4.622053146362305,-6.256368160247803,-1.634315013885498,active,0.0
496,role_labeled,no_prime_eos,no_prime_eos,,a captain protects a champion .,a champion is protected by a captain .,a,captain,a,champion,protect,protects,protected,"[""PATIENT=champion"", ""VERB=protect"", ""AGENT=captain""]","Event roles: PATIENT=champion; VERB=protect; AGENT=captain
Sentence: the",Sentence: the,first_noun,-3.9956915378570557,-4.3957672119140625,-0.40007567405700684,active,0.0
496,role_labeled,filler,filler,The painter waited near the doorway .,a captain protects a champion .,a champion is protected by a captain .,a,captain,a,champion,protect,protects,protected,"[""PATIENT=champion"", ""VERB=protect"", ""AGENT=captain""]","Prime sentence: The painter waited near the doorway .
Event roles: PATIENT=champion; VERB=protect; AGENT=captain
Sentence: the",Sentence: the,first_noun,-5.467253684997559,-5.1697678565979,0.2974858283996582,passive,1.0
497,role_labeled,active,active,a cousin judges a daughter .,a professor judges a reader .,a reader is judged by a professor .,a,professor,a,reader,judg,judges,judged,"[""AGENT=professor"", ""VERB=judg"", ""PATIENT=reader""]","Prime sentence: a cousin judges a daughter .
Event roles: AGENT=professor; VERB=judg; PATIENT=reader
Sentence: the",Sentence: the,first_noun,-3.9888057708740234,-6.772885322570801,-2.7840795516967773,active,0.0
497,role_labeled,passive,passive,a daughter is judged by a cousin .,a professor judges a reader .,a reader is judged by a professor .,a,professor,a,reader,judg,judges,judged,"[""AGENT=professor"", ""VERB=judg"", ""PATIENT=reader""]","Prime sentence: a daughter is judged by a cousin .
Event roles: AGENT=professor; VERB=judg; PATIENT=reader
Sentence: the",Sentence: the,first_noun,-3.815455198287964,-6.299853324890137,-2.484398126602173,active,0.0
497,role_labeled,no_prime_eos,no_prime_eos,,a professor judges a reader .,a reader is judged by a professor .,a,professor,a,reader,judg,judges,judged,"[""AGENT=professor"", ""VERB=judg"", ""PATIENT=reader""]","Event roles: AGENT=professor; VERB=judg; PATIENT=reader
Sentence: the",Sentence: the,first_noun,-3.295790433883667,-5.2756853103637695,-1.9798948764801025,active,0.0
497,role_labeled,filler,filler,The market opened after sunrise .,a professor judges a reader .,a reader is judged by a professor .,a,professor,a,reader,judg,judges,judged,"[""AGENT=professor"", ""VERB=judg"", ""PATIENT=reader""]","Prime sentence: The market opened after sunrise .
Event roles: AGENT=professor; VERB=judg; PATIENT=reader
Sentence: the",Sentence: the,first_noun,-4.878335952758789,-7.475717544555664,-2.597381591796875,active,0.0
498,role_labeled,active,active,a girl strikes a guest .,a son strikes a student .,a student is struck by a son .,a,son,a,student,strik,strikes,struck,"[""AGENT=son"", ""VERB=strik"", ""PATIENT=student""]","Prime sentence: a girl strikes a guest .
Event roles: AGENT=son; VERB=strik; PATIENT=student
Sentence: the",Sentence: the,first_noun,-5.501296043395996,-4.443093299865723,1.0582027435302734,passive,1.0
498,role_labeled,passive,passive,a guest is struck by a girl .,a son strikes a student .,a student is struck by a son .,a,son,a,student,strik,strikes,struck,"[""AGENT=son"", ""VERB=strik"", ""PATIENT=student""]","Prime sentence: a guest is struck by a girl .
Event roles: AGENT=son; VERB=strik; PATIENT=student
Sentence: the",Sentence: the,first_noun,-5.090712070465088,-4.146990776062012,0.9437212944030762,passive,1.0
498,role_labeled,no_prime_eos,no_prime_eos,,a son strikes a student .,a student is struck by a son .,a,son,a,student,strik,strikes,struck,"[""AGENT=son"", ""VERB=strik"", ""PATIENT=student""]","Event roles: AGENT=son; VERB=strik; PATIENT=student
Sentence: the",Sentence: the,first_noun,-4.707605361938477,-3.417587995529175,1.2900173664093018,passive,1.0
498,role_labeled,filler,filler,The singer smiled after rehearsal .,a son strikes a student .,a student is struck by a son .,a,son,a,student,strik,strikes,struck,"[""AGENT=son"", ""VERB=strik"", ""PATIENT=student""]","Prime sentence: The singer smiled after rehearsal .
Event roles: AGENT=son; VERB=strik; PATIENT=student
Sentence: the",Sentence: the,first_noun,-6.069243431091309,-4.284688949584961,1.7845544815063477,passive,1.0
499,role_labeled,active,active,a priest judges a prince .,a chief judges a child .,a child is judged by a chief .,a,chief,a,child,judg,judges,judged,"[""AGENT=chief"", ""PATIENT=child"", ""VERB=judg""]","Prime sentence: a priest judges a prince .
Event roles: AGENT=chief; PATIENT=child; VERB=judg
Sentence: the",Sentence: the,first_noun,-4.391729354858398,-4.0341691970825195,0.3575601577758789,passive,1.0
499,role_labeled,passive,passive,a prince is judged by a priest .,a chief judges a child .,a child is judged by a chief .,a,chief,a,child,judg,judges,judged,"[""AGENT=chief"", ""PATIENT=child"", ""VERB=judg""]","Prime sentence: a prince is judged by a priest .
Event roles: AGENT=chief; PATIENT=child; VERB=judg
Sentence: the",Sentence: the,first_noun,-4.559981346130371,-3.830514430999756,0.7294669151306152,passive,1.0
499,role_labeled,no_prime_eos,no_prime_eos,,a chief judges a child .,a child is judged by a chief .,a,chief,a,child,judg,judges,judged,"[""AGENT=chief"", ""PATIENT=child"", ""VERB=judg""]","Event roles: AGENT=chief; PATIENT=child; VERB=judg
Sentence: the",Sentence: the,first_noun,-4.179800033569336,-3.533583402633667,0.646216630935669,passive,1.0
499,role_labeled,filler,filler,The jacket hung behind the chair .,a chief judges a child .,a child is judged by a chief .,a,chief,a,child,judg,judges,judged,"[""AGENT=chief"", ""PATIENT=child"", ""VERB=judg""]","Prime sentence: The jacket hung behind the chair .
Event roles: AGENT=chief; PATIENT=child; VERB=judg
Sentence: the",Sentence: the,first_noun,-6.252918243408203,-4.235505104064941,2.0174131393432617,passive,1.0
500,role_labeled,active,active,an employee punches an employer .,a secretary punches a sheriff .,a sheriff is punched by a secretary .,a,secretary,a,sheriff,punch,punches,punched,"[""AGENT=secretary"", ""VERB=punch"", ""PATIENT=sheriff""]","Prime sentence: an employee punches an employer .
Event roles: AGENT=secretary; VERB=punch; PATIENT=sheriff
Sentence: the",Sentence: the,first_noun,-4.7761125564575195,-3.760993719100952,1.0151188373565674,passive,1.0
500,role_labeled,passive,passive,an employer is punched by an employee .,a secretary punches a sheriff .,a sheriff is punched by a secretary .,a,secretary,a,sheriff,punch,punches,punched,"[""AGENT=secretary"", ""VERB=punch"", ""PATIENT=sheriff""]","Prime sentence: an employer is punched by an employee .
Event roles: AGENT=secretary; VERB=punch; PATIENT=sheriff
Sentence: the",Sentence: the,first_noun,-4.747467994689941,-3.684225082397461,1.0632429122924805,passive,1.0
500,role_labeled,no_prime_eos,no_prime_eos,,a secretary punches a sheriff .,a sheriff is punched by a secretary .,a,secretary,a,sheriff,punch,punches,punched,"[""AGENT=secretary"", ""VERB=punch"", ""PATIENT=sheriff""]","Event roles: AGENT=secretary; VERB=punch; PATIENT=sheriff
Sentence: the",Sentence: the,first_noun,-4.451817512512207,-4.800509929656982,-0.3486924171447754,active,0.0
500,role_labeled,filler,filler,The window rattled during the storm .,a secretary punches a sheriff .,a sheriff is punched by a secretary .,a,secretary,a,sheriff,punch,punches,punched,"[""AGENT=secretary"", ""VERB=punch"", ""PATIENT=sheriff""]","Prime sentence: The window rattled during the storm .
Event roles: AGENT=secretary; VERB=punch; PATIENT=sheriff
Sentence: the",Sentence: the,first_noun,-6.652889251708984,-4.913952827453613,1.738936424255371,passive,1.0
501,role_labeled,active,active,a candidate protects a captain .,a partner protects a physician .,a physician is protected by a partner .,a,partner,a,physician,protect,protects,protected,"[""VERB=protect"", ""AGENT=partner"", ""PATIENT=physician""]","Prime sentence: a candidate protects a captain .
Event roles: VERB=protect; AGENT=partner; PATIENT=physician
Sentence: the",Sentence: the,first_noun,-7.34463357925415,-5.7103681564331055,1.634265422821045,passive,1.0
501,role_labeled,passive,passive,a captain is protected by a candidate .,a partner protects a physician .,a physician is protected by a partner .,a,partner,a,physician,protect,protects,protected,"[""VERB=protect"", ""AGENT=partner"", ""PATIENT=physician""]","Prime sentence: a captain is protected by a candidate .
Event roles: VERB=protect; AGENT=partner; PATIENT=physician
Sentence: the",Sentence: the,first_noun,-7.206572532653809,-5.262218475341797,1.9443540573120117,passive,1.0
501,role_labeled,no_prime_eos,no_prime_eos,,a partner protects a physician .,a physician is protected by a partner .,a,partner,a,physician,protect,protects,protected,"[""VERB=protect"", ""AGENT=partner"", ""PATIENT=physician""]","Event roles: VERB=protect; AGENT=partner; PATIENT=physician
Sentence: the",Sentence: the,first_noun,-7.41140604019165,-3.948770523071289,3.4626355171203613,passive,1.0
501,role_labeled,filler,filler,The planet shimmered above the valley .,a partner protects a physician .,a physician is protected by a partner .,a,partner,a,physician,protect,protects,protected,"[""VERB=protect"", ""AGENT=partner"", ""PATIENT=physician""]","Prime sentence: The planet shimmered above the valley .
Event roles: VERB=protect; AGENT=partner; PATIENT=physician
Sentence: the",Sentence: the,first_noun,-9.279090881347656,-6.951821327209473,2.3272695541381836,passive,1.0
502,role_labeled,active,active,a president washes a priest .,a champion washes a chief .,a chief is washed by a champion .,a,champion,a,chief,wash,washes,washed,"[""AGENT=champion"", ""PATIENT=chief"", ""VERB=wash""]","Prime sentence: a president washes a priest .
Event roles: AGENT=champion; PATIENT=chief; VERB=wash
Sentence: the",Sentence: the,first_noun,-7.237100601196289,-5.272173881530762,1.9649267196655273,passive,1.0
502,role_labeled,passive,passive,a priest is washed by a president .,a champion washes a chief .,a chief is washed by a champion .,a,champion,a,chief,wash,washes,washed,"[""AGENT=champion"", ""PATIENT=chief"", ""VERB=wash""]","Prime sentence: a priest is washed by a president .
Event roles: AGENT=champion; PATIENT=chief; VERB=wash
Sentence: the",Sentence: the,first_noun,-6.495595932006836,-5.120416641235352,1.3751792907714844,passive,1.0
502,role_labeled,no_prime_eos,no_prime_eos,,a champion washes a chief .,a chief is washed by a champion .,a,champion,a,chief,wash,washes,washed,"[""AGENT=champion"", ""PATIENT=chief"", ""VERB=wash""]","Event roles: AGENT=champion; PATIENT=chief; VERB=wash
Sentence: the",Sentence: the,first_noun,-5.289359092712402,-4.448896884918213,0.8404622077941895,passive,1.0
502,role_labeled,filler,filler,The engine cooled before dawn .,a champion washes a chief .,a chief is washed by a champion .,a,champion,a,chief,wash,washes,washed,"[""AGENT=champion"", ""PATIENT=chief"", ""VERB=wash""]","Prime sentence: The engine cooled before dawn .
Event roles: AGENT=champion; PATIENT=chief; VERB=wash
Sentence: the",Sentence: the,first_noun,-7.019909858703613,-6.0238518714904785,0.9960579872131348,passive,1.0
503,role_labeled,active,active,a bishop drags a boy .,a mother drags a nurse .,a nurse is dragged by a mother .,a,mother,a,nurse,drag,drags,dragged,"[""VERB=drag"", ""PATIENT=nurse"", ""AGENT=mother""]","Prime sentence: a bishop drags a boy .
Event roles: VERB=drag; PATIENT=nurse; AGENT=mother
Sentence: the",Sentence: the,first_noun,-4.03584098815918,-4.291365623474121,-0.2555246353149414,active,0.0
503,role_labeled,passive,passive,a boy is dragged by a bishop .,a mother drags a nurse .,a nurse is dragged by a mother .,a,mother,a,nurse,drag,drags,dragged,"[""VERB=drag"", ""PATIENT=nurse"", ""AGENT=mother""]","Prime sentence: a boy is dragged by a bishop .
Event roles: VERB=drag; PATIENT=nurse; AGENT=mother
Sentence: the",Sentence: the,first_noun,-4.364363670349121,-4.870300769805908,-0.5059370994567871,active,0.0
503,role_labeled,no_prime_eos,no_prime_eos,,a mother drags a nurse .,a nurse is dragged by a mother .,a,mother,a,nurse,drag,drags,dragged,"[""VERB=drag"", ""PATIENT=nurse"", ""AGENT=mother""]","Event roles: VERB=drag; PATIENT=nurse; AGENT=mother
Sentence: the",Sentence: the,first_noun,-3.8980321884155273,-3.913794755935669,-0.0157625675201416,active,0.0
503,role_labeled,filler,filler,The captain waited beside the harbor .,a mother drags a nurse .,a nurse is dragged by a mother .,a,mother,a,nurse,drag,drags,dragged,"[""VERB=drag"", ""PATIENT=nurse"", ""AGENT=mother""]","Prime sentence: The captain waited beside the harbor .
Event roles: VERB=drag; PATIENT=nurse; AGENT=mother
Sentence: the",Sentence: the,first_noun,-4.387700080871582,-4.841100692749023,-0.4534006118774414,active,0.0
504,role_labeled,active,active,a nurse judges an opponent .,a bishop judges a boy .,a boy is judged by a bishop .,a,bishop,a,boy,judg,judges,judged,"[""AGENT=bishop"", ""VERB=judg"", ""PATIENT=boy""]","Prime sentence: a nurse judges an opponent .
Event roles: AGENT=bishop; VERB=judg; PATIENT=boy
Sentence: the",Sentence: the,first_noun,-2.9394500255584717,-3.2862021923065186,-0.3467521667480469,active,0.0
504,role_labeled,passive,passive,an opponent is judged by a nurse .,a bishop judges a boy .,a boy is judged by a bishop .,a,bishop,a,boy,judg,judges,judged,"[""AGENT=bishop"", ""VERB=judg"", ""PATIENT=boy""]","Prime sentence: an opponent is judged by a nurse .
Event roles: AGENT=bishop; VERB=judg; PATIENT=boy
Sentence: the",Sentence: the,first_noun,-3.1727476119995117,-3.143150806427002,0.029596805572509766,passive,1.0
504,role_labeled,no_prime_eos,no_prime_eos,,a bishop judges a boy .,a boy is judged by a bishop .,a,bishop,a,boy,judg,judges,judged,"[""AGENT=bishop"", ""VERB=judg"", ""PATIENT=boy""]","Event roles: AGENT=bishop; VERB=judg; PATIENT=boy
Sentence: the",Sentence: the,first_noun,-3.427610397338867,-4.111200332641602,-0.6835899353027344,active,0.0
504,role_labeled,filler,filler,The planet shimmered above the valley .,a bishop judges a boy .,a boy is judged by a bishop .,a,bishop,a,boy,judg,judges,judged,"[""AGENT=bishop"", ""VERB=judg"", ""PATIENT=boy""]","Prime sentence: The planet shimmered above the valley .
Event roles: AGENT=bishop; VERB=judg; PATIENT=boy
Sentence: the",Sentence: the,first_noun,-4.448517799377441,-3.560537338256836,0.8879804611206055,passive,1.0
505,role_labeled,active,active,a pilot carries a president .,a captain carries a champion .,a champion is carried by a captain .,a,captain,a,champion,carry,carries,carried,"[""AGENT=captain"", ""VERB=carry"", ""PATIENT=champion""]","Prime sentence: a pilot carries a president .
Event roles: AGENT=captain; VERB=carry; PATIENT=champion
Sentence: the",Sentence: the,first_noun,-3.3718087673187256,-7.603851318359375,-4.232042551040649,active,0.0
505,role_labeled,passive,passive,a president is carried by a pilot .,a captain carries a champion .,a champion is carried by a captain .,a,captain,a,champion,carry,carries,carried,"[""AGENT=captain"", ""VERB=carry"", ""PATIENT=champion""]","Prime sentence: a president is carried by a pilot .
Event roles: AGENT=captain; VERB=carry; PATIENT=champion
Sentence: the",Sentence: the,first_noun,-3.9311444759368896,-7.978089332580566,-4.046944856643677,active,0.0
