item_index,prompt_template,prime_condition,prime_structure,prime_sentence,target_active,target_passive,agent_det,agent_noun,patient_det,patient_noun,verb_lemma,active_verb_form,passive_verb_form,message_role_order_json,prompt,sentence_stub,choice_target,active_choice_logprob,passive_choice_logprob,passive_minus_active_logprob,chosen_structure,passive_choice_indicator
913,role_labeled,active,active,a captain follows a champion .,a physician follows a pilot .,a pilot is followed by a physician .,a,physician,a,pilot,follow,follows,followed,"[""PATIENT=pilot"", ""AGENT=physician"", ""VERB=follow""]","Prime sentence: a captain follows a champion .
Event roles: PATIENT=pilot; AGENT=physician; VERB=follow
Sentence: the",Sentence: the,first_noun,-6.001705169677734,-4.332182884216309,1.6695222854614258,passive,1.0
913,role_labeled,passive,passive,a champion is followed by a captain .,a physician follows a pilot .,a pilot is followed by a physician .,a,physician,a,pilot,follow,follows,followed,"[""PATIENT=pilot"", ""AGENT=physician"", ""VERB=follow""]","Prime sentence: a champion is followed by a captain .
Event roles: PATIENT=pilot; AGENT=physician; VERB=follow
Sentence: the",Sentence: the,first_noun,-5.811148643493652,-4.438732624053955,1.3724160194396973,passive,1.0
913,role_labeled,no_prime_eos,no_prime_eos,,a physician follows a pilot .,a pilot is followed by a physician .,a,physician,a,pilot,follow,follows,followed,"[""PATIENT=pilot"", ""AGENT=physician"", ""VERB=follow""]","Event roles: PATIENT=pilot; AGENT=physician; VERB=follow
Sentence: the",Sentence: the,first_noun,-4.56229829788208,-3.2268080711364746,1.3354902267456055,passive,1.0
913,role_labeled,filler,filler,The garden brightened after rain .,a physician follows a pilot .,a pilot is followed by a physician .,a,physician,a,pilot,follow,follows,followed,"[""PATIENT=pilot"", ""AGENT=physician"", ""VERB=follow""]","Prime sentence: The garden brightened after rain .
Event roles: PATIENT=pilot; AGENT=physician; VERB=follow
Sentence: the",Sentence: the,first_noun,-7.421394348144531,-5.702197074890137,1.7191972732543945,passive,1.0
914,role_labeled,active,active,an author grabs a bishop .,a minister grabs a mother .,a mother is grabbed by a minister .,a,minister,a,mother,grab,grabs,grabbed,"[""PATIENT=mother"", ""AGENT=minister"", ""VERB=grab""]","Prime sentence: an author grabs a bishop .
Event roles: PATIENT=mother; AGENT=minister; VERB=grab
Sentence: the",Sentence: the,first_noun,-4.360722064971924,-3.867103099822998,0.4936189651489258,passive,1.0
914,role_labeled,passive,passive,a bishop is grabbed by an author .,a minister grabs a mother .,a mother is grabbed by a minister .,a,minister,a,mother,grab,grabs,grabbed,"[""PATIENT=mother"", ""AGENT=minister"", ""VERB=grab""]","Prime sentence: a bishop is grabbed by an author .
Event roles: PATIENT=mother; AGENT=minister; VERB=grab
Sentence: the",Sentence: the,first_noun,-4.537137031555176,-4.373469829559326,0.1636672019958496,passive,1.0
914,role_labeled,no_prime_eos,no_prime_eos,,a minister grabs a mother .,a mother is grabbed by a minister .,a,minister,a,mother,grab,grabs,grabbed,"[""PATIENT=mother"", ""AGENT=minister"", ""VERB=grab""]","Event roles: PATIENT=mother; AGENT=minister; VERB=grab
Sentence: the",Sentence: the,first_noun,-4.262333393096924,-4.202102184295654,0.06023120880126953,passive,1.0
914,role_labeled,filler,filler,The traveler rested beside the river .,a minister grabs a mother .,a mother is grabbed by a minister .,a,minister,a,mother,grab,grabs,grabbed,"[""PATIENT=mother"", ""AGENT=minister"", ""VERB=grab""]","Prime sentence: The traveler rested beside the river .
Event roles: PATIENT=mother; AGENT=minister; VERB=grab
Sentence: the",Sentence: the,first_noun,-4.986437797546387,-4.630327224731445,0.3561105728149414,passive,1.0
915,role_labeled,active,active,a mayor comforts a minister .,an attorney comforts an aunt .,an aunt is comforted by an attorney .,an,attorney,an,aunt,comfort,comforts,comforted,"[""VERB=comfort"", ""AGENT=attorney"", ""PATIENT=aunt""]","Prime sentence: a mayor comforts a minister .
Event roles: VERB=comfort; AGENT=attorney; PATIENT=aunt
Sentence: the",Sentence: the,first_noun,-6.779329299926758,-7.724523544311523,-0.9451942443847656,active,0.0
915,role_labeled,passive,passive,a minister is comforted by a mayor .,an attorney comforts an aunt .,an aunt is comforted by an attorney .,an,attorney,an,aunt,comfort,comforts,comforted,"[""VERB=comfort"", ""AGENT=attorney"", ""PATIENT=aunt""]","Prime sentence: a minister is comforted by a mayor .
Event roles: VERB=comfort; AGENT=attorney; PATIENT=aunt
Sentence: the",Sentence: the,first_noun,-7.098309516906738,-8.157480239868164,-1.0591707229614258,active,0.0
915,role_labeled,no_prime_eos,no_prime_eos,,an attorney comforts an aunt .,an aunt is comforted by an attorney .,an,attorney,an,aunt,comfort,comforts,comforted,"[""VERB=comfort"", ""AGENT=attorney"", ""PATIENT=aunt""]","Event roles: VERB=comfort; AGENT=attorney; PATIENT=aunt
Sentence: the",Sentence: the,first_noun,-6.357395172119141,-8.684972763061523,-2.327577590942383,active,0.0
915,role_labeled,filler,filler,The sculpture stood in the hallway .,an attorney comforts an aunt .,an aunt is comforted by an attorney .,an,attorney,an,aunt,comfort,comforts,comforted,"[""VERB=comfort"", ""AGENT=attorney"", ""PATIENT=aunt""]","Prime sentence: The sculpture stood in the hallway .
Event roles: VERB=comfort; AGENT=attorney; PATIENT=aunt
Sentence: the",Sentence: the,first_noun,-6.873671531677246,-7.040796279907227,-0.16712474822998047,active,0.0
916,role_labeled,active,active,a colonel judges a cop .,a prince judges a princess .,a princess is judged by a prince .,a,prince,a,princess,judg,judges,judged,"[""AGENT=prince"", ""PATIENT=princess"", ""VERB=judg""]","Prime sentence: a colonel judges a cop .
Event roles: AGENT=prince; PATIENT=princess; VERB=judg
Sentence: the",Sentence: the,first_noun,-3.7975802421569824,-4.900057792663574,-1.1024775505065918,active,0.0
916,role_labeled,passive,passive,a cop is judged by a colonel .,a prince judges a princess .,a princess is judged by a prince .,a,prince,a,princess,judg,judges,judged,"[""AGENT=prince"", ""PATIENT=princess"", ""VERB=judg""]","Prime sentence: a cop is judged by a colonel .
Event roles: AGENT=prince; PATIENT=princess; VERB=judg
Sentence: the",Sentence: the,first_noun,-3.8866114616394043,-4.863544464111328,-0.9769330024719238,active,0.0
916,role_labeled,no_prime_eos,no_prime_eos,,a prince judges a princess .,a princess is judged by a prince .,a,prince,a,princess,judg,judges,judged,"[""AGENT=prince"", ""PATIENT=princess"", ""VERB=judg""]","Event roles: AGENT=prince; PATIENT=princess; VERB=judg
Sentence: the",Sentence: the,first_noun,-3.146188974380493,-3.5049362182617188,-0.3587472438812256,active,0.0
916,role_labeled,filler,filler,The tourist wandered through the plaza .,a prince judges a princess .,a princess is judged by a prince .,a,prince,a,princess,judg,judges,judged,"[""AGENT=prince"", ""PATIENT=princess"", ""VERB=judg""]","Prime sentence: The tourist wandered through the plaza .
Event roles: AGENT=prince; PATIENT=princess; VERB=judg
Sentence: the",Sentence: the,first_noun,-3.1128413677215576,-3.2698447704315186,-0.15700340270996094,active,0.0
917,role_labeled,active,active,a brother drags a buddy .,an opponent drags a parent .,a parent is dragged by an opponent .,an,opponent,a,parent,drag,drags,dragged,"[""PATIENT=parent"", ""AGENT=opponent"", ""VERB=drag""]","Prime sentence: a brother drags a buddy .
Event roles: PATIENT=parent; AGENT=opponent; VERB=drag
Sentence: the",Sentence: the,first_noun,-7.035844802856445,-5.663265228271484,1.372579574584961,passive,1.0
917,role_labeled,passive,passive,a buddy is dragged by a brother .,an opponent drags a parent .,a parent is dragged by an opponent .,an,opponent,a,parent,drag,drags,dragged,"[""PATIENT=parent"", ""AGENT=opponent"", ""VERB=drag""]","Prime sentence: a buddy is dragged by a brother .
Event roles: PATIENT=parent; AGENT=opponent; VERB=drag
Sentence: the",Sentence: the,first_noun,-6.076388359069824,-5.5216851234436035,0.5547032356262207,passive,1.0
917,role_labeled,no_prime_eos,no_prime_eos,,an opponent drags a parent .,a parent is dragged by an opponent .,an,opponent,a,parent,drag,drags,dragged,"[""PATIENT=parent"", ""AGENT=opponent"", ""VERB=drag""]","Event roles: PATIENT=parent; AGENT=opponent; VERB=drag
Sentence: the",Sentence: the,first_noun,-4.946647644042969,-5.677355766296387,-0.730708122253418,active,0.0
917,role_labeled,filler,filler,The notebook stayed on the shelf .,an opponent drags a parent .,a parent is dragged by an opponent .,an,opponent,a,parent,drag,drags,dragged,"[""PATIENT=parent"", ""AGENT=opponent"", ""VERB=drag""]","Prime sentence: The notebook stayed on the shelf .
Event roles: PATIENT=parent; AGENT=opponent; VERB=drag
Sentence: the",Sentence: the,first_noun,-8.303114891052246,-5.775769233703613,2.527345657348633,passive,1.0
918,role_labeled,active,active,a student judges a teacher .,a girl judges a guest .,a guest is judged by a girl .,a,girl,a,guest,judg,judges,judged,"[""VERB=judg"", ""PATIENT=guest"", ""AGENT=girl""]","Prime sentence: a student judges a teacher .
Event roles: VERB=judg; PATIENT=guest; AGENT=girl
Sentence: the",Sentence: the,first_noun,-2.8299877643585205,-6.333502769470215,-3.5035150051116943,active,0.0
918,role_labeled,passive,passive,a teacher is judged by a student .,a girl judges a guest .,a guest is judged by a girl .,a,girl,a,guest,judg,judges,judged,"[""VERB=judg"", ""PATIENT=guest"", ""AGENT=girl""]","Prime sentence: a teacher is judged by a student .
Event roles: VERB=judg; PATIENT=guest; AGENT=girl
Sentence: the",Sentence: the,first_noun,-3.0234460830688477,-6.728072166442871,-3.7046260833740234,active,0.0
918,role_labeled,no_prime_eos,no_prime_eos,,a girl judges a guest .,a guest is judged by a girl .,a,girl,a,guest,judg,judges,judged,"[""VERB=judg"", ""PATIENT=guest"", ""AGENT=girl""]","Event roles: VERB=judg; PATIENT=guest; AGENT=girl
Sentence: the",Sentence: the,first_noun,-3.2002944946289062,-6.076709747314453,-2.876415252685547,active,0.0
918,role_labeled,filler,filler,The baker laughed during breakfast .,a girl judges a guest .,a guest is judged by a girl .,a,girl,a,guest,judg,judges,judged,"[""VERB=judg"", ""PATIENT=guest"", ""AGENT=girl""]","Prime sentence: The baker laughed during breakfast .
Event roles: VERB=judg; PATIENT=guest; AGENT=girl
Sentence: the",Sentence: the,first_noun,-3.2007980346679688,-5.669676780700684,-2.468878746032715,active,0.0
919,role_labeled,active,active,a mother kills a nurse .,an author kills a bishop .,a bishop is killed by an author .,an,author,a,bishop,kill,kills,killed,"[""AGENT=author"", ""PATIENT=bishop"", ""VERB=kill""]","Prime sentence: a mother kills a nurse .
Event roles: AGENT=author; PATIENT=bishop; VERB=kill
Sentence: the",Sentence: the,first_noun,-5.70555305480957,-3.7314529418945312,1.974100112915039,passive,1.0
919,role_labeled,passive,passive,a nurse is killed by a mother .,an author kills a bishop .,a bishop is killed by an author .,an,author,a,bishop,kill,kills,killed,"[""AGENT=author"", ""PATIENT=bishop"", ""VERB=kill""]","Prime sentence: a nurse is killed by a mother .
Event roles: AGENT=author; PATIENT=bishop; VERB=kill
Sentence: the",Sentence: the,first_noun,-5.083181858062744,-3.4998247623443604,1.5833570957183838,passive,1.0
919,role_labeled,no_prime_eos,no_prime_eos,,an author kills a bishop .,a bishop is killed by an author .,an,author,a,bishop,kill,kills,killed,"[""AGENT=author"", ""PATIENT=bishop"", ""VERB=kill""]","Event roles: AGENT=author; PATIENT=bishop; VERB=kill
Sentence: the",Sentence: the,first_noun,-4.224728584289551,-3.8065295219421387,0.4181990623474121,passive,1.0
919,role_labeled,filler,filler,The tourist wandered through the plaza .,an author kills a bishop .,a bishop is killed by an author .,an,author,a,bishop,kill,kills,killed,"[""AGENT=author"", ""PATIENT=bishop"", ""VERB=kill""]","Prime sentence: The tourist wandered through the plaza .
Event roles: AGENT=author; PATIENT=bishop; VERB=kill
Sentence: the",Sentence: the,first_noun,-6.822421073913574,-4.453524589538574,2.368896484375,passive,1.0
920,role_labeled,active,active,a boy surprises a brother .,a nurse surprises an opponent .,an opponent is surprised by a nurse .,a,nurse,an,opponent,surpris,surprises,surprised,"[""VERB=surpris"", ""AGENT=nurse"", ""PATIENT=opponent""]","Prime sentence: a boy surprises a brother .
Event roles: VERB=surpris; AGENT=nurse; PATIENT=opponent
Sentence: the",Sentence: the,first_noun,-4.696673393249512,-6.884930610656738,-2.1882572174072266,active,0.0
920,role_labeled,passive,passive,a brother is surprised by a boy .,a nurse surprises an opponent .,an opponent is surprised by a nurse .,a,nurse,an,opponent,surpris,surprises,surprised,"[""VERB=surpris"", ""AGENT=nurse"", ""PATIENT=opponent""]","Prime sentence: a brother is surprised by a boy .
Event roles: VERB=surpris; AGENT=nurse; PATIENT=opponent
Sentence: the",Sentence: the,first_noun,-4.694699764251709,-6.993904113769531,-2.2992043495178223,active,0.0
920,role_labeled,no_prime_eos,no_prime_eos,,a nurse surprises an opponent .,an opponent is surprised by a nurse .,a,nurse,an,opponent,surpris,surprises,surprised,"[""VERB=surpris"", ""AGENT=nurse"", ""PATIENT=opponent""]","Event roles: VERB=surpris; AGENT=nurse; PATIENT=opponent
Sentence: the",Sentence: the,first_noun,-4.736964225769043,-5.0353288650512695,-0.29836463928222656,active,0.0
920,role_labeled,filler,filler,The captain waited beside the harbor .,a nurse surprises an opponent .,an opponent is surprised by a nurse .,a,nurse,an,opponent,surpris,surprises,surprised,"[""VERB=surpris"", ""AGENT=nurse"", ""PATIENT=opponent""]","Prime sentence: The captain waited beside the harbor .
Event roles: VERB=surpris; AGENT=nurse; PATIENT=opponent
Sentence: the",Sentence: the,first_noun,-4.8764872550964355,-6.75363826751709,-1.8771510124206543,active,0.0
921,role_labeled,active,active,an author raises a bishop .,a minister raises a mother .,a mother is raised by a minister .,a,minister,a,mother,rais,raises,raised,"[""PATIENT=mother"", ""VERB=rais"", ""AGENT=minister""]","Prime sentence: an author raises a bishop .
Event roles: PATIENT=mother; VERB=rais; AGENT=minister
Sentence: the",Sentence: the,first_noun,-4.878838062286377,-3.8274078369140625,1.0514302253723145,passive,1.0
921,role_labeled,passive,passive,a bishop is raised by an author .,a minister raises a mother .,a mother is raised by a minister .,a,minister,a,mother,rais,raises,raised,"[""PATIENT=mother"", ""VERB=rais"", ""AGENT=minister""]","Prime sentence: a bishop is raised by an author .
Event roles: PATIENT=mother; VERB=rais; AGENT=minister
Sentence: the",Sentence: the,first_noun,-5.135308742523193,-4.325446605682373,0.8098621368408203,passive,1.0
921,role_labeled,no_prime_eos,no_prime_eos,,a minister raises a mother .,a mother is raised by a minister .,a,minister,a,mother,rais,raises,raised,"[""PATIENT=mother"", ""VERB=rais"", ""AGENT=minister""]","Event roles: PATIENT=mother; VERB=rais; AGENT=minister
Sentence: the",Sentence: the,first_noun,-4.852262020111084,-3.6816511154174805,1.1706109046936035,passive,1.0
921,role_labeled,filler,filler,The market opened after sunrise .,a minister raises a mother .,a mother is raised by a minister .,a,minister,a,mother,rais,raises,raised,"[""PATIENT=mother"", ""VERB=rais"", ""AGENT=minister""]","Prime sentence: The market opened after sunrise .
Event roles: PATIENT=mother; VERB=rais; AGENT=minister
Sentence: the",Sentence: the,first_noun,-5.873598098754883,-5.072071552276611,0.8015265464782715,passive,1.0
922,role_labeled,active,active,a guy bothers a hero .,a teacher bothers an uncle .,an uncle is bothered by a teacher .,a,teacher,an,uncle,bother,bothers,bothered,"[""AGENT=teacher"", ""VERB=bother"", ""PATIENT=uncle""]","Prime sentence: a guy bothers a hero .
Event roles: AGENT=teacher; VERB=bother; PATIENT=uncle
Sentence: the",Sentence: the,first_noun,-4.019585609436035,-7.237785816192627,-3.218200206756592,active,0.0
922,role_labeled,passive,passive,a hero is bothered by a guy .,a teacher bothers an uncle .,an uncle is bothered by a teacher .,a,teacher,an,uncle,bother,bothers,bothered,"[""AGENT=teacher"", ""VERB=bother"", ""PATIENT=uncle""]","Prime sentence: a hero is bothered by a guy .
Event roles: AGENT=teacher; VERB=bother; PATIENT=uncle
Sentence: the",Sentence: the,first_noun,-4.228458881378174,-7.35243034362793,-3.123971462249756,active,0.0
922,role_labeled,no_prime_eos,no_prime_eos,,a teacher bothers an uncle .,an uncle is bothered by a teacher .,a,teacher,an,uncle,bother,bothers,bothered,"[""AGENT=teacher"", ""VERB=bother"", ""PATIENT=uncle""]","Event roles: AGENT=teacher; VERB=bother; PATIENT=uncle
Sentence: the",Sentence: the,first_noun,-2.772413969039917,-7.819546699523926,-5.047132730484009,active,0.0
922,role_labeled,filler,filler,The signal flickered across the screen .,a teacher bothers an uncle .,an uncle is bothered by a teacher .,a,teacher,an,uncle,bother,bothers,bothered,"[""AGENT=teacher"", ""VERB=bother"", ""PATIENT=uncle""]","Prime sentence: The signal flickered across the screen .
Event roles: AGENT=teacher; VERB=bother; PATIENT=uncle
Sentence: the",Sentence: the,first_noun,-2.668091058731079,-8.140419006347656,-5.472327947616577,active,0.0
923,role_labeled,active,active,a reader washes a scientist .,a cousin washes a daughter .,a daughter is washed by a cousin .,a,cousin,a,daughter,wash,washes,washed,"[""PATIENT=daughter"", ""VERB=wash"", ""AGENT=cousin""]","Prime sentence: a reader washes a scientist .
Event roles: PATIENT=daughter; VERB=wash; AGENT=cousin
Sentence: the",Sentence: the,first_noun,-7.593594551086426,-4.1307549476623535,3.4628396034240723,passive,1.0
923,role_labeled,passive,passive,a scientist is washed by a reader .,a cousin washes a daughter .,a daughter is washed by a cousin .,a,cousin,a,daughter,wash,washes,washed,"[""PATIENT=daughter"", ""VERB=wash"", ""AGENT=cousin""]","Prime sentence: a scientist is washed by a reader .
Event roles: PATIENT=daughter; VERB=wash; AGENT=cousin
Sentence: the",Sentence: the,first_noun,-8.121736526489258,-4.676457405090332,3.445279121398926,passive,1.0
923,role_labeled,no_prime_eos,no_prime_eos,,a cousin washes a daughter .,a daughter is washed by a cousin .,a,cousin,a,daughter,wash,washes,washed,"[""PATIENT=daughter"", ""VERB=wash"", ""AGENT=cousin""]","Event roles: PATIENT=daughter; VERB=wash; AGENT=cousin
Sentence: the",Sentence: the,first_noun,-7.582932949066162,-3.680957794189453,3.901975154876709,passive,1.0
923,role_labeled,filler,filler,The witness paused near the doorway .,a cousin washes a daughter .,a daughter is washed by a cousin .,a,cousin,a,daughter,wash,washes,washed,"[""PATIENT=daughter"", ""VERB=wash"", ""AGENT=cousin""]","Prime sentence: The witness paused near the doorway .
Event roles: PATIENT=daughter; VERB=wash; AGENT=cousin
Sentence: the",Sentence: the,first_noun,-7.14204216003418,-4.7679548263549805,2.374087333679199,passive,1.0
924,role_labeled,active,active,a father drags a friend .,a singer drags a soldier .,a soldier is dragged by a singer .,a,singer,a,soldier,drag,drags,dragged,"[""VERB=drag"", ""PATIENT=soldier"", ""AGENT=singer""]","Prime sentence: a father drags a friend .
Event roles: VERB=drag; PATIENT=soldier; AGENT=singer
Sentence: the",Sentence: the,first_noun,-6.2269487380981445,-3.6070961952209473,2.6198525428771973,passive,1.0
924,role_labeled,passive,passive,a friend is dragged by a father .,a singer drags a soldier .,a soldier is dragged by a singer .,a,singer,a,soldier,drag,drags,dragged,"[""VERB=drag"", ""PATIENT=soldier"", ""AGENT=singer""]","Prime sentence: a friend is dragged by a father .
Event roles: VERB=drag; PATIENT=soldier; AGENT=singer
Sentence: the",Sentence: the,first_noun,-5.974184513092041,-3.399796485900879,2.574388027191162,passive,1.0
924,role_labeled,no_prime_eos,no_prime_eos,,a singer drags a soldier .,a soldier is dragged by a singer .,a,singer,a,soldier,drag,drags,dragged,"[""VERB=drag"", ""PATIENT=soldier"", ""AGENT=singer""]","Event roles: VERB=drag; PATIENT=soldier; AGENT=singer
Sentence: the",Sentence: the,first_noun,-5.504557132720947,-4.3333740234375,1.1711831092834473,passive,1.0
924,role_labeled,filler,filler,The sculpture stood in the hallway .,a singer drags a soldier .,a soldier is dragged by a singer .,a,singer,a,soldier,drag,drags,dragged,"[""VERB=drag"", ""PATIENT=soldier"", ""AGENT=singer""]","Prime sentence: The sculpture stood in the hallway .
Event roles: VERB=drag; PATIENT=soldier; AGENT=singer
Sentence: the",Sentence: the,first_noun,-6.4305338859558105,-3.6058616638183594,2.824672222137451,passive,1.0
925,role_labeled,active,active,a girl judges a guest .,a son judges a student .,a student is judged by a son .,a,son,a,student,judg,judges,judged,"[""PATIENT=student"", ""VERB=judg"", ""AGENT=son""]","Prime sentence: a girl judges a guest .
Event roles: PATIENT=student; VERB=judg; AGENT=son
Sentence: the",Sentence: the,first_noun,-5.296677589416504,-4.052180290222168,1.244497299194336,passive,1.0
925,role_labeled,passive,passive,a guest is judged by a girl .,a son judges a student .,a student is judged by a son .,a,son,a,student,judg,judges,judged,"[""PATIENT=student"", ""VERB=judg"", ""AGENT=son""]","Prime sentence: a guest is judged by a girl .
Event roles: PATIENT=student; VERB=judg; AGENT=son
Sentence: the",Sentence: the,first_noun,-5.1298441886901855,-3.147212028503418,1.9826321601867676,passive,1.0
925,role_labeled,no_prime_eos,no_prime_eos,,a son judges a student .,a student is judged by a son .,a,son,a,student,judg,judges,judged,"[""PATIENT=student"", ""VERB=judg"", ""AGENT=son""]","Event roles: PATIENT=student; VERB=judg; AGENT=son
Sentence: the",Sentence: the,first_noun,-4.696587562561035,-2.983579397201538,1.713008165359497,passive,1.0
925,role_labeled,filler,filler,The planet shimmered above the valley .,a son judges a student .,a student is judged by a son .,a,son,a,student,judg,judges,judged,"[""PATIENT=student"", ""VERB=judg"", ""AGENT=son""]","Prime sentence: The planet shimmered above the valley .
Event roles: PATIENT=student; VERB=judg; AGENT=son
Sentence: the",Sentence: the,first_noun,-5.99957275390625,-4.977750778198242,1.0218219757080078,passive,1.0
926,role_labeled,active,active,an adult teaches an attorney .,a man teaches a manager .,a manager is taught by a man .,a,man,a,manager,teach,teaches,taught,"[""AGENT=man"", ""PATIENT=manager"", ""VERB=teach""]","Prime sentence: an adult teaches an attorney .
Event roles: AGENT=man; PATIENT=manager; VERB=teach
Sentence: the",Sentence: the,first_noun,-4.24453592300415,-4.760684013366699,-0.5161480903625488,active,0.0
926,role_labeled,passive,passive,an attorney is taught by an adult .,a man teaches a manager .,a manager is taught by a man .,a,man,a,manager,teach,teaches,taught,"[""AGENT=man"", ""PATIENT=manager"", ""VERB=teach""]","Prime sentence: an attorney is taught by an adult .
Event roles: AGENT=man; PATIENT=manager; VERB=teach
Sentence: the",Sentence: the,first_noun,-4.621342658996582,-5.314568519592285,-0.6932258605957031,active,0.0
926,role_labeled,no_prime_eos,no_prime_eos,,a man teaches a manager .,a manager is taught by a man .,a,man,a,manager,teach,teaches,taught,"[""AGENT=man"", ""PATIENT=manager"", ""VERB=teach""]","Event roles: AGENT=man; PATIENT=manager; VERB=teach
Sentence: the",Sentence: the,first_noun,-3.4596827030181885,-4.46475887298584,-1.0050761699676514,active,0.0
926,role_labeled,filler,filler,The violin echoed in the theater .,a man teaches a manager .,a manager is taught by a man .,a,man,a,manager,teach,teaches,taught,"[""AGENT=man"", ""PATIENT=manager"", ""VERB=teach""]","Prime sentence: The violin echoed in the theater .
Event roles: AGENT=man; PATIENT=manager; VERB=teach
Sentence: the",Sentence: the,first_noun,-4.2267560958862305,-5.519680023193359,-1.292923927307129,active,0.0
927,role_labeled,active,active,a professor protects a reader .,a cop protects a cousin .,a cousin is protected by a cop .,a,cop,a,cousin,protect,protects,protected,"[""PATIENT=cousin"", ""AGENT=cop"", ""VERB=protect""]","Prime sentence: a professor protects a reader .
Event roles: PATIENT=cousin; AGENT=cop; VERB=protect
Sentence: the",Sentence: the,first_noun,-4.7567291259765625,-8.42300033569336,-3.666271209716797,active,0.0
927,role_labeled,passive,passive,a reader is protected by a professor .,a cop protects a cousin .,a cousin is protected by a cop .,a,cop,a,cousin,protect,protects,protected,"[""PATIENT=cousin"", ""AGENT=cop"", ""VERB=protect""]","Prime sentence: a reader is protected by a professor .
Event roles: PATIENT=cousin; AGENT=cop; VERB=protect
Sentence: the",Sentence: the,first_noun,-5.144516944885254,-8.652278900146484,-3.5077619552612305,active,0.0
927,role_labeled,no_prime_eos,no_prime_eos,,a cop protects a cousin .,a cousin is protected by a cop .,a,cop,a,cousin,protect,protects,protected,"[""PATIENT=cousin"", ""AGENT=cop"", ""VERB=protect""]","Event roles: PATIENT=cousin; AGENT=cop; VERB=protect
Sentence: the",Sentence: the,first_noun,-5.0892205238342285,-8.697237014770508,-3.6080164909362793,active,0.0
927,role_labeled,filler,filler,The teacher listened during assembly .,a cop protects a cousin .,a cousin is protected by a cop .,a,cop,a,cousin,protect,protects,protected,"[""PATIENT=cousin"", ""AGENT=cop"", ""VERB=protect""]","Prime sentence: The teacher listened during assembly .
Event roles: PATIENT=cousin; AGENT=cop; VERB=protect
Sentence: the",Sentence: the,first_noun,-4.534041404724121,-6.744479656219482,-2.2104382514953613,active,0.0
928,role_labeled,active,active,a prince teaches a princess .,a child teaches a colonel .,a colonel is taught by a child .,a,child,a,colonel,teach,teaches,taught,"[""PATIENT=colonel"", ""VERB=teach"", ""AGENT=child""]","Prime sentence: a prince teaches a princess .
Event roles: PATIENT=colonel; VERB=teach; AGENT=child
Sentence: the",Sentence: the,first_noun,-4.3512067794799805,-5.061166286468506,-0.7099595069885254,active,0.0
928,role_labeled,passive,passive,a princess is taught by a prince .,a child teaches a colonel .,a colonel is taught by a child .,a,child,a,colonel,teach,teaches,taught,"[""PATIENT=colonel"", ""VERB=teach"", ""AGENT=child""]","Prime sentence: a princess is taught by a prince .
Event roles: PATIENT=colonel; VERB=teach; AGENT=child
Sentence: the",Sentence: the,first_noun,-4.554595947265625,-5.438613414764404,-0.8840174674987793,active,0.0
928,role_labeled,no_prime_eos,no_prime_eos,,a child teaches a colonel .,a colonel is taught by a child .,a,child,a,colonel,teach,teaches,taught,"[""PATIENT=colonel"", ""VERB=teach"", ""AGENT=child""]","Event roles: PATIENT=colonel; VERB=teach; AGENT=child
Sentence: the",Sentence: the,first_noun,-3.753333568572998,-4.930308818817139,-1.1769752502441406,active,0.0
928,role_labeled,filler,filler,The market opened after sunrise .,a child teaches a colonel .,a colonel is taught by a child .,a,child,a,colonel,teach,teaches,taught,"[""PATIENT=colonel"", ""VERB=teach"", ""AGENT=child""]","Prime sentence: The market opened after sunrise .
Event roles: PATIENT=colonel; VERB=teach; AGENT=child
Sentence: the",Sentence: the,first_noun,-5.296468257904053,-6.225682735443115,-0.9292144775390625,active,0.0
929,role_labeled,active,active,a boy raises a brother .,a nurse raises an opponent .,an opponent is raised by a nurse .,a,nurse,an,opponent,rais,raises,raised,"[""AGENT=nurse"", ""PATIENT=opponent"", ""VERB=rais""]","Prime sentence: a boy raises a brother .
Event roles: AGENT=nurse; PATIENT=opponent; VERB=rais
Sentence: the",Sentence: the,first_noun,-3.465221643447876,-7.113284111022949,-3.6480624675750732,active,0.0
929,role_labeled,passive,passive,a brother is raised by a boy .,a nurse raises an opponent .,an opponent is raised by a nurse .,a,nurse,an,opponent,rais,raises,raised,"[""AGENT=nurse"", ""PATIENT=opponent"", ""VERB=rais""]","Prime sentence: a brother is raised by a boy .
Event roles: AGENT=nurse; PATIENT=opponent; VERB=rais
Sentence: the",Sentence: the,first_noun,-3.7471923828125,-7.030790328979492,-3.283597946166992,active,0.0
